Education,Industry,JobTitle,Location,ExperienceYears,Certifications,SalaryUSD,PreviousCompanies,Age,Gender,RemoteOnsite,CompanySize,AdditionalBenefits
Bachelors,Tech,Data Scientist,India,19,4,109401,9,44,Female,Remote,184930,None
Bachelors,Tech,Software Engineer,USA,7,2,223746,2,34,Female,Remote,86580,Retirement;StockOptions
Bachelors,Tech,Software Engineer,India,2,2,36822,0,31,Male,Onsite,3743,HealthInsurance
Masters,Tech,Software Architect,USA,1,5,208774,1,26,Male,Onsite,23,None
Diploma,Consulting,Senior Software Engineer,Australia,13,3,185677,5,39,Male,Onsite,684,Retirement;FlexibleHours
Bachelors,Finance,Senior Software Engineer,Sweden,0,4,145592,0,23,Male,Onsite,196,None
Bachelors,Finance,Software Architect,Sri Lanka,16,4,89764,6,42,Male,Hybrid,14541,HealthInsurance;StockOptions
PhD,Consulting,Data Engineer,Sweden,12,3,292568,9,37,Non-binary,Onsite,330,Retirement;Bonus;FlexibleHours
Diploma,Consulting,Lead Engineer,India,15,1,46249,1,39,Male,Onsite,22,CommuterSupport
Bachelors,Consulting,Senior Software Engineer,Germany,20,3,191593,5,47,Male,Onsite,94,StockOptions;HealthInsurance;CommuterSupport
Bachelors,Finance,Software Engineer,USA,5,3,212167,1,32,Male,Onsite,34692,Retirement;StockOptions
Bachelors,Retail,Data Engineer,USA,15,3,344849,15,42,Male,Remote,126747,None
Masters,Healthcare,Lead Engineer,USA,0,2,259855,0,21,Male,Hybrid,3755,FlexibleHours
Bachelors,Consulting,Software Engineer,India,17,3,38138,7,45,Male,Hybrid,36,FlexibleHours;CommuterSupport
Bachelors,Consulting,Software Engineer,USA,15,4,182048,3,37,Male,Remote,101,StockOptions
Masters,Finance,Fullstack Developer,India,12,5,73003,5,35,Male,Hybrid,216,Bonus
Bachelors,Finance,Data Engineer,USA,0,4,229001,3,25,Male,Hybrid,922,Bonus
Masters,Healthcare,Data Scientist,USA,14,2,399264,2,40,Male,Remote,11834,None
Bachelors,Tech,Lead Engineer,Sri Lanka,1,2,32712,2,27,Male,Remote,49,Retirement;Bonus
Bachelors,Finance,Data Scientist,India,0,0,59657,1,29,Female,Remote,988,StockOptions
Masters,Healthcare,Senior Software Engineer,Australia,20,1,295268,6,44,Male,Remote,6812,None
Bachelors,Finance,Lead Engineer,India,15,5,102024,6,43,Male,Remote,5211,Gym;FlexibleHours
Diploma,Finance,Software Engineer,USA,17,2,221208,5,41,Male,Onsite,8181,HealthInsurance
Bachelors,Finance,Software Engineer,Australia,19,5,124438,2,45,Female,Onsite,15,None
Bachelors,Retail,Data Scientist,India,10,0,55115,4,31,Male,Onsite,385,Retirement
Masters,Retail,Data Scientist,Germany,12,5,308117,5,38,Male,Remote,4664,Bonus;HealthInsurance
Bachelors,Consulting,Lead Engineer,USA,11,3,334761,5,35,Male,Onsite,1291,Retirement
Diploma,Retail,Software Engineer,India,14,0,44409,3,39,Male,Remote,76258,CommuterSupport
Bachelors,Healthcare,Data Scientist,USA,15,0,336836,4,41,Male,Remote,19809,StockOptions
Bachelors,Finance,Fullstack Developer,Australia,0,0,126755,0,27,Male,Hybrid,487,FlexibleHours
Bachelors,Retail,Software Engineer,UK,18,0,142673,6,42,Male,Onsite,5833,FlexibleHours
Bachelors,Finance,Software Engineer,India,14,3,50053,6,38,Female,Remote,49,StockOptions
Masters,Tech,Software Engineer,UK,7,1,104443,2,29,Male,Onsite,37,Bonus;HealthInsurance
Masters,Consulting,Data Engineer,Germany,5,4,135984,1,28,Male,Onsite,11,None
Bachelors,Retail,Lead Engineer,India,16,0,89325,7,43,Male,Remote,42419,Retirement
Bachelors,Finance,Software Engineer,Australia,18,3,156991,6,47,Female,Remote,109,HealthInsurance
Masters,Tech,Senior Software Engineer,Australia,4,4,258948,3,29,Male,Remote,62795,StockOptions
Diploma,Consulting,Data Scientist,Australia,10,0,147371,6,38,Female,Remote,23,HealthInsurance
Bachelors,Consulting,Data Engineer,Sweden,17,4,167361,4,45,Male,Hybrid,18,FlexibleHours
Bachelors,Tech,Fullstack Developer,Australia,14,1,180171,6,39,Male,Hybrid,81,Gym
Bachelors,Retail,Fullstack Developer,India,1,0,56362,4,27,Male,Onsite,25289,StockOptions
PhD,Retail,Data Scientist,Germany,15,4,280179,9,37,Male,Onsite,599,Bonus
Bachelors,Finance,Software Engineer,USA,7,0,212323,4,32,Male,Hybrid,136484,Gym
Bachelors,Healthcare,Software Engineer,USA,16,4,219881,4,44,Male,Remote,5571,Gym;FlexibleHours
Masters,Finance,Senior Software Engineer,USA,11,0,390672,3,33,Female,Onsite,20412,Gym;Bonus;Retirement
Bachelors,Finance,Data Engineer,USA,17,3,340802,5,41,Female,Remote,995,FlexibleHours
Bachelors,Finance,Data Engineer,USA,14,0,422525,7,41,Male,Onsite,94606,Retirement
Bachelors,Tech,Software Engineer,India,12,2,46254,10,36,Female,Remote,10,StockOptions;HealthInsurance
Bachelors,Consulting,Software Engineer,USA,7,2,204949,1,30,Male,Remote,44505,Retirement
Bachelors,Consulting,Senior Software Engineer,Sweden,16,2,196839,5,41,Male,Hybrid,170,StockOptions;Retirement
Bachelors,Healthcare,Software Engineer,USA,14,5,222028,7,39,Male,Remote,88168,CommuterSupport
Bachelors,Retail,Data Scientist,USA,17,5,375287,9,43,Male,Hybrid,153570,CommuterSupport
Masters,Finance,Data Scientist,India,19,5,106910,7,48,Male,Remote,6562,Bonus
Masters,Tech,Software Engineer,USA,4,5,155577,2,29,Female,Hybrid,353,None
Masters,Tech,Fullstack Developer,Australia,9,3,137395,4,31,Female,Hybrid,14,CommuterSupport
Bachelors,Finance,Software Engineer,Sri Lanka,6,2,33389,3,30,Male,Onsite,845,StockOptions;FlexibleHours;Gym
Bachelors,Tech,Fullstack Developer,India,3,2,65753,2,31,Male,Onsite,13196,StockOptions;Retirement
Bachelors,Tech,Fullstack Developer,UK,12,1,196649,8,37,Male,Remote,4253,FlexibleHours
Bachelors,Finance,Software Engineer,Australia,1,0,144866,1,26,Male,Onsite,137972,None
Bachelors,Healthcare,Fullstack Developer,Germany,20,4,248706,6,48,Female,Remote,36085,StockOptions;CommuterSupport
Masters,Tech,Software Architect,UK,2,1,190692,1,25,Male,Hybrid,28,FlexibleHours
Bachelors,Consulting,Software Engineer,Germany,7,4,115307,3,34,Male,Hybrid,113,FlexibleHours;Gym
Bachelors,Consulting,Software Engineer,Germany,5,1,150974,0,30,Male,Hybrid,59560,HealthInsurance
Bachelors,Consulting,Lead Engineer,India,5,5,54129,0,29,Male,Onsite,28,Retirement
Masters,Finance,Lead Engineer,India,8,5,106789,4,32,Female,Onsite,15607,Retirement
Bachelors,Consulting,Software Architect,USA,20,5,362196,8,47,Female,Hybrid,73,Bonus;HealthInsurance
Masters,Retail,Senior Software Engineer,USA,15,1,236162,6,41,Male,Hybrid,199,Gym
Bachelors,Tech,Senior Software Engineer,Australia,11,4,214471,4,36,Male,Remote,288,HealthInsurance
PhD,Healthcare,Fullstack Developer,India,15,1,75843,6,42,Male,Onsite,19194,None
PhD,Consulting,Software Engineer,India,9,5,63970,5,30,Male,Remote,4076,CommuterSupport
Bachelors,Finance,Software Engineer,USA,3,5,183747,2,30,Male,Hybrid,3359,Bonus
Bachelors,Healthcare,Lead Engineer,USA,18,5,302569,5,47,Male,Hybrid,130,HealthInsurance
Bachelors,Finance,Software Engineer,Sri Lanka,11,4,36260,3,35,Non-binary,Hybrid,32,StockOptions;Gym
Bachelors,Healthcare,Data Scientist,Australia,17,0,211571,8,40,Male,Onsite,130,None
Masters,Healthcare,Data Engineer,India,14,5,100211,7,37,Male,Remote,106210,Bonus
Masters,Tech,Fullstack Developer,Australia,7,0,197748,3,33,Male,Remote,1401,Gym;HealthInsurance
Masters,Healthcare,Software Engineer,UK,3,3,87463,4,27,Male,Hybrid,11,Gym;StockOptions
Masters,Retail,Senior Software Engineer,India,9,0,60997,1,33,Female,Onsite,3950,Gym;CommuterSupport;Bonus
Bachelors,Retail,Software Engineer,India,19,0,49737,4,44,Male,Hybrid,175662,Retirement
Bachelors,Retail,Software Engineer,USA,3,0,166795,2,30,Female,Hybrid,107059,CommuterSupport;FlexibleHours
Masters,Finance,Lead Engineer,Sweden,13,1,345834,2,34,Male,Onsite,520,CommuterSupport;Retirement
Bachelors,Tech,Software Engineer,India,3,4,54535,1,26,Female,Remote,726,StockOptions
Masters,Finance,Software Architect,Sweden,12,1,584035,3,35,Male,Hybrid,153402,Bonus;Retirement;StockOptions
Bachelors,Consulting,Data Scientist,India,8,1,42986,3,31,Male,Remote,21,CommuterSupport;FlexibleHours
Bachelors,Retail,Software Engineer,Sri Lanka,5,5,29771,2,30,Female,Remote,285,HealthInsurance
Diploma,Tech,Fullstack Developer,USA,10,3,245972,5,35,Female,Hybrid,6893,Retirement
Bachelors,Retail,Software Engineer,Sweden,0,2,73128,0,24,Male,Remote,220,Retirement
Diploma,Tech,Data Engineer,India,15,0,39322,11,39,Male,Remote,17,None
Diploma,Finance,Software Engineer,USA,1,3,95985,0,23,Female,Remote,24,None
Masters,Finance,Data Scientist,Australia,19,1,417756,7,45,Female,Remote,4542,HealthInsurance;Gym;CommuterSupport
Masters,Retail,Software Architect,Germany,2,1,268112,1,29,Female,Remote,5830,Gym;FlexibleHours
Masters,Healthcare,Data Engineer,India,7,0,45232,0,28,Female,Remote,39,Retirement
PhD,Tech,Software Engineer,India,18,1,85489,9,43,Female,Remote,9803,StockOptions;Bonus
Bachelors,Consulting,Fullstack Developer,Germany,10,4,198582,4,37,Male,Remote,12330,CommuterSupport;FlexibleHours
Bachelors,Healthcare,Lead Engineer,Australia,12,4,308396,4,41,Female,Remote,11973,HealthInsurance;Gym
Masters,Finance,Data Engineer,India,15,0,110671,8,42,Male,Onsite,89477,FlexibleHours;StockOptions
Bachelors,Tech,Fullstack Developer,UK,13,3,193701,6,37,Non-binary,Remote,2088,Gym;Bonus
Bachelors,Healthcare,Senior Software Engineer,Sri Lanka,1,0,21718,2,27,Female,Hybrid,3119,Retirement
Bachelors,Consulting,Software Engineer,Australia,4,4,132167,0,26,Male,Onsite,189,Bonus;StockOptions;HealthInsurance
Masters,Healthcare,Senior Software Engineer,Sri Lanka,14,5,30575,5,39,Male,Remote,31,CommuterSupport;Gym
PhD,Consulting,Senior Software Engineer,India,13,0,59395,1,37,Male,Hybrid,130,FlexibleHours
Bachelors,Finance,Senior Software Engineer,Germany,12,2,207144,5,38,Female,Onsite,414,HealthInsurance;FlexibleHours
Diploma,Tech,Fullstack Developer,Sri Lanka,3,0,27723,0,29,Female,Onsite,295,StockOptions;CommuterSupport;FlexibleHours
Masters,Finance,Senior Software Engineer,India,2,1,55304,0,25,Male,Remote,1902,CommuterSupport
Masters,Tech,Senior Software Engineer,Australia,15,5,320607,4,44,Female,Onsite,14372,StockOptions;HealthInsurance
Masters,Healthcare,Software Engineer,India,9,3,48467,2,31,Female,Onsite,214,StockOptions;Bonus
Masters,Finance,Fullstack Developer,Australia,9,2,287565,3,32,Male,Remote,163329,HealthInsurance
Bachelors,Tech,Software Engineer,India,7,2,26598,2,32,Male,Remote,11,None
Masters,Consulting,Software Engineer,Germany,8,1,198370,2,35,Male,Hybrid,14372,Bonus
Bachelors,Tech,Data Engineer,Germany,18,4,167806,5,47,Male,Remote,10,Gym;Bonus
PhD,Finance,Data Scientist,USA,4,5,348384,1,30,Male,Remote,1903,CommuterSupport
Diploma,Finance,Senior Software Engineer,USA,6,4,304042,2,31,Male,Hybrid,183535,CommuterSupport
Bachelors,Healthcare,Senior Software Engineer,USA,2,2,142732,1,28,Male,Onsite,127,Retirement
Bachelors,Consulting,Software Engineer,UK,20,5,205381,6,43,Female,Onsite,64891,Gym;StockOptions
Masters,Tech,Fullstack Developer,India,12,3,96281,7,36,Male,Hybrid,196904,CommuterSupport
Bachelors,Finance,Software Engineer,Australia,2,3,181775,1,26,Female,Remote,134268,Retirement;FlexibleHours
PhD,Tech,Fullstack Developer,UK,0,5,171010,1,27,Female,Remote,850,Bonus
Bachelors,Retail,Software Engineer,Australia,17,0,196059,7,43,Male,Remote,86570,FlexibleHours
Bachelors,Consulting,Software Engineer,Sri Lanka,15,2,33046,11,41,Male,Remote,28701,Gym
Diploma,Consulting,Senior Software Engineer,India,10,0,44168,3,38,Male,Onsite,807,FlexibleHours
Masters,Retail,Software Architect,Australia,14,0,421258,4,39,Male,Remote,9727,FlexibleHours;Retirement
Masters,Consulting,Software Engineer,Germany,7,0,113412,3,33,Male,Remote,78,CommuterSupport
Bachelors,Retail,Software Engineer,Australia,0,3,92557,0,27,Female,Remote,333,HealthInsurance;CommuterSupport
Masters,Tech,Software Engineer,USA,16,1,225296,1,41,Male,Onsite,2731,Bonus
Masters,Retail,Fullstack Developer,USA,18,0,266160,7,44,Female,Remote,528,Bonus;StockOptions
Masters,Healthcare,Senior Software Engineer,USA,15,5,248627,4,41,Male,Remote,147,Retirement
Masters,Retail,Software Engineer,UK,18,1,160351,7,39,Male,Onsite,2956,CommuterSupport
Masters,Tech,Senior Software Engineer,USA,16,5,406061,8,41,Male,Remote,93973,HealthInsurance
Bachelors,Consulting,Senior Software Engineer,India,11,1,45883,4,35,Male,Onsite,182,Gym
Bachelors,Healthcare,Lead Engineer,USA,9,5,457183,5,36,Male,Onsite,191909,HealthInsurance
Masters,Retail,Software Engineer,India,16,0,51909,8,38,Male,Onsite,111861,Bonus;FlexibleHours
Bachelors,Tech,Lead Engineer,India,9,2,95241,0,32,Female,Remote,32377,Retirement;Gym
Masters,Healthcare,Senior Software Engineer,India,12,0,64712,6,38,Male,Remote,8277,HealthInsurance
Bachelors,Healthcare,Data Scientist,USA,18,4,219397,7,45,Female,Hybrid,49,None
Masters,Healthcare,Senior Software Engineer,Sri Lanka,0,0,38793,2,26,Male,Remote,2827,StockOptions;Retirement
Masters,Retail,Software Engineer,India,11,1,34997,5,34,Female,Hybrid,57,CommuterSupport;HealthInsurance
Bachelors,Tech,Data Scientist,Australia,3,2,291070,1,30,Female,Remote,37866,Bonus;HealthInsurance
Bachelors,Tech,Data Scientist,UK,15,1,328518,4,38,Male,Remote,48236,Retirement
Bachelors,Tech,Software Engineer,UK,13,5,135158,4,39,Female,Remote,120,HealthInsurance
Masters,Finance,Fullstack Developer,India,4,2,54671,1,30,Male,Remote,21,StockOptions;CommuterSupport
Masters,Consulting,Fullstack Developer,Sri Lanka,11,0,40050,3,35,Male,Hybrid,16226,Bonus;Gym
Bachelors,Tech,Senior Software Engineer,Australia,17,5,250152,4,42,Female,Remote,2071,Retirement
Masters,Finance,Software Engineer,Australia,19,1,254177,11,40,Male,Hybrid,18883,CommuterSupport
Bachelors,Finance,Fullstack Developer,India,3,5,54560,2,30,Male,Hybrid,335,FlexibleHours;CommuterSupport
Bachelors,Healthcare,Software Engineer,USA,7,3,141749,5,34,Male,Onsite,318,HealthInsurance
Diploma,Consulting,Data Engineer,Sri Lanka,8,1,38146,4,33,Female,Remote,66576,None
Bachelors,Healthcare,Senior Software Engineer,USA,19,0,265049,2,43,Male,Remote,461,FlexibleHours
Bachelors,Consulting,Data Engineer,India,14,0,52302,6,36,Male,Remote,31,StockOptions
Bachelors,Healthcare,Fullstack Developer,USA,20,3,172856,7,44,Male,Remote,12,HealthInsurance;Gym
Bachelors,Retail,Fullstack Developer,Germany,4,3,103640,2,28,Male,Hybrid,45,HealthInsurance;Retirement
Bachelors,Consulting,Data Scientist,USA,7,1,277359,1,36,Male,Onsite,2334,CommuterSupport
Bachelors,Finance,Data Engineer,Australia,5,1,189842,2,27,Male,Onsite,546,None
Masters,Finance,Software Engineer,USA,14,1,293547,5,41,Female,Hybrid,34517,Retirement
Bachelors,Consulting,Software Engineer,Sri Lanka,2,4,26576,1,31,Male,Onsite,188,CommuterSupport;Bonus
Bachelors,Healthcare,Senior Software Engineer,USA,13,2,192823,2,41,Male,Remote,19,StockOptions
Bachelors,Retail,Fullstack Developer,Sri Lanka,5,1,17310,4,28,Male,Onsite,10,FlexibleHours;Retirement
Bachelors,Retail,Senior Software Engineer,UK,2,5,155645,1,27,Male,Onsite,2564,StockOptions;Bonus
Masters,Tech,Data Engineer,Australia,11,1,295441,1,37,Female,Hybrid,528,FlexibleHours
Diploma,Consulting,Software Engineer,India,9,3,41781,3,31,Male,Remote,146,Retirement;HealthInsurance
Bachelors,Retail,Senior Software Engineer,Sri Lanka,17,1,49449,5,40,Male,Hybrid,53131,StockOptions
PhD,Healthcare,Software Engineer,India,7,2,40283,4,36,Male,Onsite,567,CommuterSupport;FlexibleHours
Masters,Healthcare,Data Scientist,India,20,4,85592,6,44,Male,Onsite,207,Retirement
Masters,Finance,Fullstack Developer,India,5,3,65513,0,29,Male,Remote,37039,None
Bachelors,Retail,Software Engineer,Australia,4,5,132829,3,28,Male,Onsite,22361,HealthInsurance
Bachelors,Retail,Senior Software Engineer,UK,5,0,118654,2,30,Female,Remote,45,HealthInsurance;Retirement
Bachelors,Healthcare,Software Engineer,India,16,3,59837,2,41,Male,Remote,5054,Bonus;Retirement
Masters,Finance,Fullstack Developer,Germany,3,5,217931,3,28,Male,Onsite,58232,CommuterSupport;Retirement
Bachelors,Retail,Software Engineer,USA,4,2,95855,6,30,Female,Onsite,129,Retirement
Diploma,Healthcare,Fullstack Developer,India,8,5,48197,5,31,Male,Onsite,733,HealthInsurance
Bachelors,Finance,Software Engineer,USA,17,4,275267,8,41,Female,Onsite,55863,Gym
Bachelors,Finance,Data Engineer,USA,7,1,334507,6,34,Female,Remote,7905,Gym
Masters,Healthcare,Data Engineer,USA,1,0,222877,1,26,Female,Remote,3159,CommuterSupport
Bachelors,Finance,Senior Software Engineer,Australia,12,4,152821,3,36,Male,Onsite,10,Bonus
Bachelors,Finance,Software Engineer,Sweden,12,4,180758,8,38,Male,Hybrid,1213,FlexibleHours;CommuterSupport
Masters,Tech,Senior Software Engineer,India,2,5,80521,3,25,Male,Remote,85535,Retirement;CommuterSupport
Diploma,Finance,Senior Software Engineer,UK,13,0,148060,3,42,Male,Remote,141,None
Masters,Retail,Data Scientist,Germany,12,2,202974,3,37,Non-binary,Remote,280,None
Masters,Finance,Senior Software Engineer,India,15,3,100749,5,40,Male,Onsite,15124,HealthInsurance;StockOptions
Masters,Retail,Software Engineer,USA,0,1,172386,3,22,Male,Remote,59921,StockOptions;Bonus
Diploma,Healthcare,Software Engineer,Sri Lanka,18,4,26064,11,43,Male,Onsite,341,HealthInsurance
Bachelors,Finance,Software Engineer,USA,16,3,291695,2,41,Male,Hybrid,176232,Retirement;Bonus
Bachelors,Healthcare,Senior Software Engineer,Sweden,14,4,151349,8,41,Female,Remote,22,StockOptions
Bachelors,Consulting,Software Engineer,UK,11,5,127991,2,37,Male,Onsite,423,StockOptions
Bachelors,Finance,Software Engineer,Australia,2,4,129700,1,30,Male,Onsite,1372,None
Masters,Healthcare,Software Engineer,Sweden,16,1,188854,4,41,Male,Onsite,6674,CommuterSupport
Masters,Consulting,Senior Software Engineer,India,11,3,80882,4,34,Male,Remote,5336,Bonus;HealthInsurance
Masters,Retail,Data Engineer,Sweden,17,3,333558,4,41,Female,Hybrid,125552,Gym;Retirement
Bachelors,Retail,Data Engineer,USA,13,2,302326,2,38,Male,Onsite,25112,Retirement
Masters,Retail,Software Engineer,USA,10,3,235209,1,36,Male,Remote,18243,FlexibleHours;StockOptions
Bachelors,Retail,Software Engineer,India,4,2,31344,2,31,Male,Remote,707,None
Masters,Retail,Software Architect,USA,18,5,338369,8,43,Female,Remote,27,Retirement
Masters,Tech,Software Engineer,India,19,4,48150,7,43,Male,Onsite,120,HealthInsurance
Bachelors,Healthcare,Software Engineer,Germany,18,0,113348,6,45,Male,Hybrid,228,FlexibleHours;CommuterSupport
Bachelors,Consulting,Senior Software Engineer,Germany,15,3,154269,6,40,Male,Remote,26,Gym
Bachelors,Consulting,Software Engineer,India,3,0,28499,0,27,Male,Remote,1511,None
Masters,Finance,Software Engineer,India,4,3,50970,2,28,Male,Remote,26913,FlexibleHours
Diploma,Healthcare,Fullstack Developer,USA,19,1,144822,10,47,Male,Remote,51,CommuterSupport;StockOptions
Masters,Tech,Software Engineer,Australia,13,3,218344,5,39,Male,Remote,6236,HealthInsurance;StockOptions
Bachelors,Tech,Senior Software Engineer,Australia,7,5,206542,4,34,Male,Hybrid,1024,StockOptions
Bachelors,Healthcare,Data Engineer,India,3,1,59383,1,28,Male,Hybrid,167015,Gym
Masters,Retail,Software Engineer,India,16,0,68579,5,41,Female,Onsite,163498,StockOptions
Masters,Retail,Software Engineer,UK,2,3,122708,0,24,Female,Remote,27072,Gym
Bachelors,Healthcare,Senior Software Engineer,India,7,5,38720,3,34,Male,Remote,11,HealthInsurance;Gym
Bachelors,Consulting,Software Architect,India,2,2,57685,0,23,Male,Onsite,304,HealthInsurance;CommuterSupport
Masters,Retail,Senior Software Engineer,Germany,20,3,232819,11,44,Female,Onsite,1730,Bonus
Bachelors,Finance,Senior Software Engineer,USA,7,1,243466,2,32,Male,Remote,1187,Bonus
Bachelors,Tech,Software Engineer,India,17,0,38824,10,43,Female,Hybrid,128,HealthInsurance
Bachelors,Retail,Fullstack Developer,USA,12,0,189268,2,41,Female,Onsite,97,StockOptions
Bachelors,Consulting,Software Engineer,Sri Lanka,11,4,40176,7,36,Male,Remote,2529,StockOptions;FlexibleHours;Gym
PhD,Retail,Fullstack Developer,India,19,3,95142,9,43,Non-binary,Remote,81199,HealthInsurance
Diploma,Retail,Senior Software Engineer,India,3,3,35699,3,26,Male,Onsite,172,HealthInsurance
Masters,Tech,Software Engineer,USA,18,1,226421,4,41,Male,Hybrid,1159,CommuterSupport;Retirement
Bachelors,Finance,Senior Software Engineer,India,0,5,75927,1,21,Male,Remote,168835,Bonus;CommuterSupport
Bachelors,Finance,Data Engineer,India,6,2,73182,4,30,Female,Hybrid,4447,HealthInsurance;Bonus;FlexibleHours
Bachelors,Consulting,Fullstack Developer,India,9,0,36701,1,34,Male,Remote,20,FlexibleHours;Retirement
Bachelors,Healthcare,Data Engineer,UK,11,0,133627,1,39,Male,Remote,39,HealthInsurance
Masters,Healthcare,Fullstack Developer,Sweden,14,5,240882,6,37,Male,Onsite,1295,CommuterSupport
Bachelors,Healthcare,Software Engineer,USA,6,2,125676,2,29,Male,Hybrid,266,Retirement
Bachelors,Consulting,Data Scientist,Sweden,17,2,279413,9,43,Male,Onsite,490,Bonus;HealthInsurance
Bachelors,Retail,Software Engineer,USA,15,1,157909,9,39,Female,Remote,211,StockOptions;Bonus
Bachelors,Finance,Software Engineer,India,17,4,60889,6,43,Male,Remote,2648,Bonus
Bachelors,Finance,Software Engineer,UK,5,1,109565,3,29,Male,Hybrid,499,None
Bachelors,Retail,Data Scientist,UK,20,2,240145,9,49,Male,Remote,18595,CommuterSupport
Diploma,Finance,Software Engineer,UK,13,1,139472,7,37,Male,Hybrid,1502,Gym;Retirement
Bachelors,Finance,Fullstack Developer,India,16,2,61232,5,39,Female,Onsite,854,Retirement
Bachelors,Healthcare,Software Engineer,India,19,2,57919,8,43,Male,Hybrid,17099,StockOptions
PhD,Healthcare,Fullstack Developer,USA,20,5,320891,9,44,Female,Remote,1931,None
Diploma,Tech,Software Engineer,India,9,4,45792,2,31,Female,Remote,1643,Gym
Masters,Tech,Fullstack Developer,Sweden,2,4,213672,1,27,Male,Remote,62827,None
Masters,Finance,Software Engineer,Sweden,4,0,133104,1,28,Male,Remote,956,FlexibleHours
Bachelors,Healthcare,Senior Software Engineer,Germany,14,3,225704,4,40,Male,Remote,3657,HealthInsurance
Bachelors,Tech,Senior Software Engineer,USA,7,0,201117,6,31,Male,Onsite,231,None
Bachelors,Tech,Software Engineer,USA,17,2,235781,4,42,Male,Onsite,71228,None
Masters,Healthcare,Software Engineer,USA,14,4,285786,4,40,Male,Onsite,96471,None
Masters,Tech,Software Engineer,Germany,12,1,181170,2,36,Female,Onsite,3457,HealthInsurance
Bachelors,Retail,Senior Software Engineer,USA,8,4,190132,1,31,Male,Onsite,189,Bonus;Gym;FlexibleHours
Bachelors,Retail,Software Engineer,Sweden,1,5,114314,2,25,Male,Onsite,20638,CommuterSupport;Gym
Masters,Healthcare,Data Scientist,India,0,5,64915,0,22,Male,Onsite,64261,None
Bachelors,Healthcare,Software Architect,USA,11,1,507004,2,40,Female,Onsite,50370,Retirement
Masters,Tech,Software Engineer,India,17,4,66181,7,44,Male,Onsite,29627,Bonus;Gym
Masters,Finance,Software Engineer,USA,6,5,242722,3,33,Male,Remote,138578,CommuterSupport;Gym
Masters,Consulting,Data Scientist,Australia,8,2,257759,3,34,Female,Hybrid,586,HealthInsurance;Bonus
Masters,Retail,Software Engineer,Australia,10,2,150461,2,35,Male,Onsite,1933,Retirement
PhD,Retail,Senior Software Engineer,USA,6,3,303398,4,31,Male,Onsite,98435,HealthInsurance
Bachelors,Healthcare,Fullstack Developer,Sri Lanka,7,3,32879,6,33,Male,Remote,1469,HealthInsurance
Masters,Finance,Senior Software Engineer,India,4,2,72991,1,27,Male,Remote,87655,FlexibleHours
Masters,Healthcare,Software Architect,UK,15,1,222666,5,41,Male,Remote,17,Retirement
Bachelors,Tech,Data Engineer,Australia,0,0,160905,1,26,Male,Remote,403,None
Bachelors,Finance,Lead Engineer,Sweden,15,4,292188,5,40,Male,Remote,244,FlexibleHours
Bachelors,Tech,Lead Engineer,Sweden,15,4,411655,6,39,Female,Hybrid,146777,None
Bachelors,Retail,Software Engineer,Germany,4,1,106964,2,28,Male,Hybrid,1679,HealthInsurance
Masters,Healthcare,Fullstack Developer,Germany,16,5,279192,6,42,Male,Hybrid,64547,FlexibleHours
Masters,Healthcare,Data Engineer,India,9,5,82413,8,35,Male,Hybrid,73,StockOptions;Bonus
Bachelors,Consulting,Software Engineer,India,10,4,57478,2,35,Female,Hybrid,12443,CommuterSupport
Bachelors,Finance,Fullstack Developer,India,8,3,55793,3,33,Female,Remote,1728,CommuterSupport
Diploma,Retail,Fullstack Developer,Sweden,10,3,133028,4,37,Female,Onsite,144,StockOptions
Bachelors,Consulting,Software Engineer,USA,17,4,150321,6,40,Male,Onsite,103,StockOptions
Bachelors,Consulting,Software Engineer,India,17,0,31859,5,43,Male,Onsite,61,HealthInsurance
Masters,Healthcare,Lead Engineer,USA,0,4,313528,1,25,Female,Remote,69195,FlexibleHours;CommuterSupport
Bachelors,Finance,Software Engineer,India,3,2,39099,2,29,Female,Hybrid,3782,Gym
Bachelors,Healthcare,Fullstack Developer,India,5,3,63650,2,34,Male,Remote,8916,HealthInsurance;Retirement
Bachelors,Finance,Data Scientist,Sweden,13,0,293984,2,41,Male,Remote,2341,Retirement
Bachelors,Consulting,Senior Software Engineer,UK,1,2,168050,0,28,Female,Onsite,26476,FlexibleHours
Masters,Tech,Lead Engineer,Germany,8,5,378276,4,34,Female,Onsite,66644,None
Bachelors,Retail,Fullstack Developer,Australia,3,5,136258,1,29,Male,Remote,406,Retirement;FlexibleHours;Gym
Bachelors,Consulting,Software Engineer,India,5,3,50581,4,27,Male,Remote,69504,Bonus
Masters,Healthcare,Senior Software Engineer,India,12,2,53998,8,38,Male,Remote,106,FlexibleHours
Masters,Retail,Software Engineer,India,11,5,60393,5,35,Male,Remote,2588,Bonus
Bachelors,Consulting,Fullstack Developer,Sweden,4,4,212242,4,29,Female,Remote,187958,Bonus
Bachelors,Finance,Fullstack Developer,USA,2,3,152800,0,24,Female,Remote,116,FlexibleHours
Masters,Healthcare,Software Engineer,India,18,3,34806,7,43,Male,Onsite,11,CommuterSupport
Bachelors,Consulting,Software Architect,India,7,2,72814,3,31,Female,Remote,308,HealthInsurance;CommuterSupport
Bachelors,Finance,Senior Software Engineer,USA,20,0,310456,4,45,Male,Remote,647,StockOptions
Masters,Finance,Data Scientist,USA,6,5,349200,6,29,Male,Remote,12514,None
